1.0	1.0	1.0	0.0	0.0
0.14903644140958794	0.0005774546980856776	2.86102294921875e-6	0.0	0.0
0.0092851078271865	3.632405996323307e-5	0.0	0.0	0.0
0.0005812693953513026	-3.814697265625e-6	-1.1920928955078125e-6	0.0	0.0
1.8800294399268225e-5	1.430511474609375e-6	-8.225440979003906e-6	0.0	0.0
3.5762786865234375e-6	9.5367431640625e-7	6.198883056640625e-6	0.0	0.0
-2.86102294921875e-6	2.384185791015625e-6	1.1444091796875e-5	0.0	0.0
5.7220458984375e-6	8.344650268554688e-6	-2.6226043701171875e-6	0.0	0.0
1.430511474609375e-6	7.62939453125e-6	4.76837158203125e-7	0.0	0.0
0.00020885630846012582	0.00018561049699772347	0.00018787547349918832	0.0	0.0
0.0005958410739899112	0.0005899998188019229	0.0006214644432067651	0.0	0.0
0.0056424266815184865	0.005615457236766819	0.005388255953788779	0.0	0.0
0.032057493495941225	0.03221894590854646	0.024444885182380638	0.0	0.0
